Model,NumStates,NumActions,NumTargets,NumSinks,NumUnknown,NumMaxActions,NumMaxTransitions,SmallestTransProb,NumProbActions,NumMECs,BiggestMEC,SmallestMEC,AvgMEC,MedianMEC,NumSCCs,BiggestSCC,SmallestSCC,AvgSCC,NearestTarget,FurthestTarget,TargetDistanceAverage,TargetDistanceMedian
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_1, 10002, 29803, 1, 5009, 4992, 100, 8, 0.01, 17277, 4944, 1, 1, 1.0, 1.0, 4955, 38, 1, 1.0074672048435924, 3, 3, 3.0, 3.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_10, 10002, 29803, 1, 5080, 4921, 100, 7, 0.01, 17189, 4872, 1, 1, 1.0, 1.0, 4903, 19, 1, 1.0036712217009993, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_11, 10002, 29803, 1, 5056, 4945, 100, 7, 0.01, 17270, 4891, 1, 1, 1.0, 1.0, 4943, 2, 1, 1.0004046125834514, , , , 
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_12, 10002, 29803, 1, 5013, 4988, 100, 8, 0.01, 17186, 4941, 1, 1, 1.0, 1.0, 4957, 32, 1, 1.006253782529756, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_13, 10002, 29803, 1, 5020, 4981, 100, 7, 0.01, 17211, 4934, 1, 1, 1.0, 1.0, 4973, 9, 1, 1.0016086869093104, , , , 
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_14, 10002, 29803, 1, 5026, 4975, 100, 7, 0.01, 17154, 4921, 1, 1, 1.0, 1.0, 4972, 4, 1, 1.000603378921963, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_15, 10002, 29803, 1, 4955, 5046, 100, 8, 0.01, 17106, 4995, 1, 1, 1.0, 1.0, 5046, 1, 1, 1.0, , , , 
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_16, 10002, 29803, 1, 4940, 5061, 100, 8, 0.01, 17257, 5002, 1, 1, 1.0, 1.0, 5011, 51, 1, 1.0099780482937537, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_17, 10002, 29803, 1, 5033, 4968, 100, 7, 0.01, 17195, 4908, 1, 1, 1.0, 1.0, 4918, 51, 1, 1.0101667344448964, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_18, 10002, 29803, 1, 5005, 4996, 100, 8, 0.01, 17160, 4949, 1, 1, 1.0, 1.0, 4976, 18, 1, 1.0040192926045015, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_19, 10002, 29803, 1, 5114, 4887, 100, 7, 0.01, 17244, 4834, 1, 1, 1.0, 1.0, 4864, 19, 1, 1.0047286184210527, , , , 
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_2, 10002, 29803, 1, 4881, 5120, 100, 8, 0.01, 17220, 5072, 1, 1, 1.0, 1.0, 5087, 34, 1, 1.0064871240416748, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_20, 10002, 29803, 1, 5030, 4971, 100, 8, 0.01, 17133, 4916, 1, 1, 1.0, 1.0, 4930, 41, 1, 1.008316430020284, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_3, 10002, 29803, 1, 5048, 4953, 100, 7, 0.01, 17113, 4900, 1, 1, 1.0, 1.0, 4913, 41, 1, 1.0081416649704864, , , , 
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_4, 10002, 29803, 1, 5031, 4970, 100, 7, 0.01, 17205, 4917, 1, 1, 1.0, 1.0, 4930, 41, 1, 1.0081135902636917, , , , 
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_5, 10002, 29803, 1, 4989, 5012, 100, 7, 0.01, 17216, 4965, 1, 1, 1.0, 1.0, 4988, 25, 1, 1.0048115477145148, , , , 
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_6, 10002, 29803, 1, 4994, 5007, 100, 8, 0.01, 17171, 4953, 1, 1, 1.0, 1.0, 4977, 31, 1, 1.0060277275467149, , , , 
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_7, 10002, 29803, 1, 5042, 4959, 100, 7, 0.01, 17230, 4906, 1, 1, 1.0, 1.0, 4952, 7, 1, 1.0014135702746365, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_8, 10002, 29803, 1, 5146, 4855, 100, 8, 0.01, 17206, 4797, 1, 1, 1.0, 1.0, 4842, 11, 1, 1.0026848409748037, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_100_Type-tree_MinTransProb_0.1_Model_9, 10002, 29803, 1, 4968, 5033, 100, 8, 0.01, 17226, 4976, 1, 1, 1.0, 1.0, 5008, 25, 1, 1.0049920127795526, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_1, 10002, 28003, 1, 4930, 5071, 10, 8, 0.01, 16287, 4521, 1, 1, 1.0, 1.0, 4616, 456, 1, 1.0985701906412477, 4, 4, 4.0, 4.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_10, 10002, 28003, 1, 5002, 4999, 10, 7, 0.01, 16351, 4434, 1, 1, 1.0, 1.0, 4546, 454, 1, 1.0996480422349317, , , , 
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_11, 10002, 28003, 1, 5025, 4976, 10, 8, 0.01, 16344, 4456, 1, 1, 1.0, 1.0, 4862, 114, 1, 1.0234471410941999, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_12, 10002, 28003, 1, 4973, 5028, 10, 8, 0.01, 16304, 4536, 1, 1, 1.0, 1.0, 4970, 56, 1, 1.0116700201207243, 3, 3, 3.0, 3.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_13, 10002, 28003, 1, 5070, 4931, 10, 8, 0.01, 16292, 4421, 1, 1, 1.0, 1.0, 4547, 385, 1, 1.0844512865625686, , , , 
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_14, 10002, 28003, 1, 5031, 4970, 10, 7, 0.01, 16235, 4463, 1, 1, 1.0, 1.0, 4582, 389, 1, 1.084679179397643, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_15, 10002, 28003, 1, 4964, 5037, 10, 7, 0.01, 16270, 4525, 1, 1, 1.0, 1.0, 4638, 400, 1, 1.0860284605433377, , , , 
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_16, 10002, 28003, 1, 4970, 5031, 10, 8, 0.01, 16289, 4500, 1, 1, 1.0, 1.0, 4694, 338, 1, 1.0717937792927141, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_17, 10002, 28003, 1, 4945, 5056, 10, 7, 0.01, 16350, 4494, 1, 1, 1.0, 1.0, 4603, 454, 1, 1.098414077775364, , , , 
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_18, 10002, 28003, 1, 4985, 5016, 10, 7, 0.01, 16225, 4493, 1, 1, 1.0, 1.0, 4618, 399, 1, 1.0861844954525768, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_19, 10002, 28003, 1, 4941, 5060, 10, 8, 0.01, 16282, 4531, 1, 1, 1.0, 1.0, 4661, 400, 1, 1.0856039476507187, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_2, 10002, 28003, 1, 5041, 4960, 10, 8, 0.01, 16203, 4446, 1, 1, 1.0, 1.0, 4583, 373, 1, 1.0822605280384028, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_20, 10002, 28003, 1, 4968, 5033, 10, 8, 0.01, 16176, 4507, 1, 1, 1.0, 1.0, 4967, 34, 1, 1.0132876988121602, , , , 
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_3, 10002, 28003, 1, 4960, 5041, 10, 8, 0.01, 16294, 4507, 1, 1, 1.0, 1.0, 4620, 422, 1, 1.0911255411255412, , , , 
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_4, 10002, 28003, 1, 4986, 5015, 10, 8, 0.01, 16303, 4466, 1, 1, 1.0, 1.0, 4809, 207, 1, 1.0428363485132044, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_5, 10002, 28003, 1, 4950, 5051, 10, 8, 0.01, 16295, 4512, 1, 1, 1.0, 1.0, 4847, 201, 1, 1.0420878894161336, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_6, 10002, 28003, 1, 4940, 5061, 10, 8, 0.01, 16360, 4513, 1, 1, 1.0, 1.0, 4873, 189, 1, 1.0385799302277858, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_7, 10002, 28003, 1, 5043, 4958, 10, 8, 0.01, 16253, 4426, 1, 1, 1.0, 1.0, 4793, 166, 1, 1.0344252034216566, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_8, 10002, 28003, 1, 4910, 5091, 10, 8, 0.01, 16226, 4548, 1, 1, 1.0, 1.0, 4867, 220, 1, 1.046024244914732, , , , 
RANDOM_Size_10002_MinAct_10_Type-tree_MinTransProb_0.1_Model_9, 10002, 28003, 1, 4854, 5147, 10, 8, 0.01, 16226, 4620, 1, 1, 1.0, 1.0, 4909, 239, 1, 1.0484823793033204, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_1, 10002, 29336, 1, 4988, 5013, 30, 8, 0.01, 16925, 4835, 1, 1, 1.0, 1.0, 4862, 152, 1, 1.0310571781160016, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_10, 10002, 29336, 1, 5065, 4936, 30, 8, 0.01, 17020, 4769, 1, 1, 1.0, 1.0, 4931, 5, 1, 1.001013993104847, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_11, 10002, 29336, 1, 4972, 5029, 30, 8, 0.01, 16936, 4859, 1, 1, 1.0, 1.0, 4913, 117, 1, 1.0236108284144108, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_12, 10002, 29336, 1, 5082, 4919, 30, 8, 0.01, 17032, 4767, 1, 1, 1.0, 1.0, 4825, 94, 1, 1.0194818652849742, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_13, 10002, 29336, 1, 4956, 5045, 30, 8, 0.01, 17027, 4870, 1, 1, 1.0, 1.0, 4915, 131, 1, 1.0264496439471007, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_14, 10002, 29336, 1, 4975, 5026, 30, 7, 0.01, 16997, 4868, 1, 1, 1.0, 1.0, 4944, 83, 1, 1.0165857605177993, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_15, 10002, 29336, 1, 5025, 4976, 30, 8, 0.01, 16945, 4819, 1, 1, 1.0, 1.0, 4941, 36, 1, 1.007083586318559, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_16, 10002, 29336, 1, 4967, 5034, 30, 8, 0.01, 16863, 4868, 1, 1, 1.0, 1.0, 4937, 97, 1, 1.019647559246506, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_17, 10002, 29336, 1, 4964, 5037, 30, 8, 0.01, 16930, 4869, 1, 1, 1.0, 1.0, 4985, 53, 1, 1.0104312938816449, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_18, 10002, 29336, 1, 4974, 5027, 30, 8, 0.01, 16947, 4873, 1, 1, 1.0, 1.0, 4998, 27, 1, 1.0058023209283713, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_19, 10002, 29336, 1, 5033, 4968, 30, 7, 0.01, 16959, 4809, 1, 1, 1.0, 1.0, 4871, 98, 1, 1.0199137754054608, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_2, 10002, 29336, 1, 5040, 4961, 30, 7, 0.01, 16879, 4792, 1, 1, 1.0, 1.0, 4910, 52, 1, 1.010386965376782, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_20, 10002, 29336, 1, 5036, 4965, 30, 7, 0.01, 16987, 4798, 1, 1, 1.0, 1.0, 4954, 8, 1, 1.0022204279370206, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_3, 10002, 29336, 1, 5048, 4953, 30, 7, 0.01, 16948, 4797, 1, 1, 1.0, 1.0, 4887, 67, 1, 1.0135052179251074, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_4, 10002, 29336, 1, 5124, 4877, 30, 7, 0.01, 16932, 4719, 1, 1, 1.0, 1.0, 4763, 115, 1, 1.0239344950661349, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_5, 10002, 29336, 1, 5053, 4948, 30, 8, 0.01, 16974, 4784, 1, 1, 1.0, 1.0, 4825, 124, 1, 1.0254922279792746, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_6, 10002, 29336, 1, 5108, 4893, 30, 7, 0.01, 16865, 4720, 1, 1, 1.0, 1.0, 4855, 38, 1, 1.007826982492276, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_7, 10002, 29336, 1, 4992, 5009, 30, 7, 0.01, 16903, 4838, 1, 1, 1.0, 1.0, 4898, 112, 1, 1.0226623111474071, , , , 
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_8, 10002, 29336, 1, 4954, 5047, 30, 7, 0.01, 16979, 4873, 1, 1, 1.0, 1.0, 4969, 79, 1, 1.0156973234051117, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_30_Type-tree_MinTransProb_0.1_Model_9, 10002, 29336, 1, 5039, 4962, 30, 8, 0.01, 16874, 4795, 1, 1, 1.0, 1.0, 4841, 122, 1, 1.0249948357777319, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_1, 10002, 29603, 1, 5058, 4943, 50, 9, 0.01, 17131, 4835, 1, 1, 1.0, 1.0, 4862, 82, 1, 1.0166598107774578, 3, 3, 3.0, 3.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_10, 10002, 29603, 1, 5036, 4965, 50, 8, 0.01, 17092, 4858, 1, 1, 1.0, 1.0, 4916, 50, 1, 1.009967453213995, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_11, 10002, 29603, 1, 4969, 5032, 50, 8, 0.01, 17088, 4927, 1, 1, 1.0, 1.0, 4959, 74, 1, 1.0147207098205284, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_12, 10002, 29603, 1, 5013, 4988, 50, 8, 0.01, 17097, 4882, 1, 1, 1.0, 1.0, 4917, 72, 1, 1.0144396990034574, , , , 
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_13, 10002, 29603, 1, 5003, 4998, 50, 8, 0.01, 17049, 4897, 1, 1, 1.0, 1.0, 4967, 32, 1, 1.0062411918663177, , , , 
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_14, 10002, 29603, 1, 4988, 5013, 50, 7, 0.01, 17055, 4908, 1, 1, 1.0, 1.0, 4944, 69, 1, 1.0139563106796117, , , , 
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_15, 10002, 29603, 1, 4907, 5094, 50, 7, 0.01, 17051, 4996, 1, 1, 1.0, 1.0, 5062, 25, 1, 1.0063216120110627, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_16, 10002, 29603, 1, 5013, 4988, 50, 8, 0.01, 17128, 4893, 1, 1, 1.0, 1.0, 4920, 69, 1, 1.0138211382113822, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_17, 10002, 29603, 1, 5082, 4919, 50, 8, 0.01, 17096, 4816, 1, 1, 1.0, 1.0, 4905, 14, 1, 1.0028542303771661, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_18, 10002, 29603, 1, 5030, 4971, 50, 8, 0.01, 17077, 4871, 1, 1, 1.0, 1.0, 4955, 17, 1, 1.0032290615539858, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_19, 10002, 29603, 1, 5015, 4986, 50, 8, 0.01, 17037, 4890, 1, 1, 1.0, 1.0, 4920, 67, 1, 1.0134146341463415, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_2, 10002, 29603, 1, 4888, 5113, 50, 7, 0.01, 17080, 5017, 1, 1, 1.0, 1.0, 5087, 22, 1, 1.005111067426774, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_20, 10002, 29603, 1, 5029, 4972, 50, 7, 0.01, 17018, 4861, 1, 1, 1.0, 1.0, 4966, 7, 1, 1.0012082158679017, , , , 
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_3, 10002, 29603, 1, 5136, 4865, 50, 8, 0.01, 17076, 4766, 1, 1, 1.0, 1.0, 4824, 42, 1, 1.0084991708126037, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_4, 10002, 29603, 1, 4951, 5050, 50, 7, 0.01, 17048, 4947, 1, 1, 1.0, 1.0, 5041, 7, 1, 1.0017853600476097, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_5, 10002, 29603, 1, 5188, 4813, 50, 8, 0.01, 17113, 4715, 1, 1, 1.0, 1.0, 4775, 34, 1, 1.0079581151832462, , , , 
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_6, 10002, 29603, 1, 5009, 4992, 50, 8, 0.01, 17098, 4886, 1, 1, 1.0, 1.0, 4981, 9, 1, 1.0022083918891789, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_7, 10002, 29603, 1, 5017, 4984, 50, 8, 0.01, 17170, 4878, 1, 1, 1.0, 1.0, 4966, 17, 1, 1.0036246476037052, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_8, 10002, 29603, 1, 5024, 4977, 50, 8, 0.01, 17100, 4871, 1, 1, 1.0, 1.0, 4894, 84, 1, 1.0169595422966897, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_50_Type-tree_MinTransProb_0.1_Model_9, 10002, 29603, 1, 4995, 5006, 50, 8, 0.01, 17061, 4910, 1, 1, 1.0, 1.0, 4930, 77, 1, 1.0154158215010143, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_1, 10002, 26003, 1, 4698, 5303, 5, 8, 0.01, 15300, 3967, 1, 1, 1.0, 1.0, 4140, 1164, 1, 1.2809178743961354, 7, 7, 7.0, 7.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_10, 10002, 26003, 1, 4742, 5259, 5, 7, 0.01, 15251, 3964, 1, 1, 1.0, 1.0, 4410, 850, 1, 1.192517006802721, , , , 
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_11, 10002, 26003, 1, 4667, 5334, 5, 9, 0.01, 15376, 4028, 1, 1, 1.0, 1.0, 4458, 876, 1, 1.19650067294751, 5, 5, 5.0, 5.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_12, 10002, 26003, 1, 4764, 5237, 5, 7, 0.01, 15341, 3929, 1, 1, 1.0, 1.0, 4290, 948, 1, 1.2207459207459208, , , , 
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_13, 10002, 26003, 1, 4633, 5368, 5, 8, 0.01, 15302, 4060, 1, 1, 1.0, 1.0, 4306, 1063, 1, 1.2466326056665118, , , , 
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_14, 10002, 26003, 1, 4763, 5238, 5, 8, 0.01, 15273, 3927, 1, 1, 1.0, 1.0, 4091, 1148, 1, 1.280371547298949, 3, 3, 3.0, 3.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_15, 10002, 26003, 1, 4733, 5268, 5, 7, 0.01, 15380, 3975, 1, 1, 1.0, 1.0, 4335, 934, 1, 1.2152249134948097, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_16, 10002, 26003, 1, 4672, 5329, 5, 7, 0.01, 15254, 4011, 1, 1, 1.0, 1.0, 4180, 1150, 1, 1.2748803827751196, , , , 
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_17, 10002, 26003, 1, 4710, 5291, 5, 8, 0.01, 15340, 3962, 1, 1, 1.0, 1.0, 4126, 1166, 1, 1.282355792535143, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_18, 10002, 26003, 1, 4740, 5261, 5, 8, 0.01, 15288, 3970, 1, 1, 1.0, 1.0, 4204, 1058, 1, 1.2514272121788772, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_19, 10002, 26003, 1, 4770, 5231, 5, 8, 0.01, 15332, 3956, 1, 1, 1.0, 1.0, 4107, 1125, 1, 1.2736790844898953, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_2, 10002, 26003, 1, 4707, 5294, 5, 9, 0.01, 15330, 3964, 1, 1, 1.0, 1.0, 4224, 1071, 1, 1.253314393939394, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_20, 10002, 26003, 1, 4748, 5253, 5, 8, 0.01, 15232, 3986, 1, 1, 1.0, 1.0, 4267, 987, 1, 1.2310756972111554, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_3, 10002, 26003, 1, 4762, 5239, 5, 7, 0.01, 15250, 3944, 1, 1, 1.0, 1.0, 4174, 1066, 1, 1.2551509343555343, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_4, 10002, 26003, 1, 4696, 5305, 5, 7, 0.01, 15249, 4001, 1, 1, 1.0, 1.0, 4400, 905, 1, 1.205681818181818, 6, 6, 6.0, 6.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_5, 10002, 26003, 1, 4767, 5234, 5, 8, 0.01, 15237, 3979, 1, 1, 1.0, 1.0, 4468, 764, 1, 1.1714413607878245, 4, 4, 4.0, 4.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_6, 10002, 26003, 1, 4712, 5289, 5, 7, 0.01, 15255, 3948, 1, 1, 1.0, 1.0, 4091, 1199, 1, 1.2928379369347347, 3, 3, 3.0, 3.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_7, 10002, 26003, 1, 4685, 5316, 5, 8, 0.01, 15285, 4047, 1, 1, 1.0, 1.0, 4503, 814, 1, 1.1805463024650233, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_8, 10002, 26003, 1, 4840, 5161, 5, 8, 0.01, 15288, 3916, 1, 1, 1.0, 1.0, 4354, 808, 1, 1.1853468075333027, 3, 3, 3.0, 3.0
RANDOM_Size_10002_MinAct_5_Type-tree_MinTransProb_0.1_Model_9, 10002, 26003, 1, 4724, 5277, 5, 8, 0.01, 15287, 3974, 1, 1, 1.0, 1.0, 4462, 816, 1, 1.182653518601524, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_1, 10002, 29718, 1, 4988, 5013, 70, 7, 0.01, 17161, 4936, 1, 1, 1.0, 1.0, 4961, 50, 1, 1.010481757710139, 3, 3, 3.0, 3.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_10, 10002, 29718, 1, 5067, 4934, 70, 8, 0.01, 17181, 4867, 1, 1, 1.0, 1.0, 4884, 51, 1, 1.0102375102375103, , , , 
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_11, 10002, 29718, 1, 5035, 4966, 70, 7, 0.01, 17134, 4885, 1, 1, 1.0, 1.0, 4922, 44, 1, 1.008939455505892, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_12, 10002, 29718, 1, 4969, 5032, 70, 8, 0.01, 17120, 4968, 1, 1, 1.0, 1.0, 4992, 41, 1, 1.0080128205128205, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_13, 10002, 29718, 1, 4968, 5033, 70, 8, 0.01, 17072, 4954, 1, 1, 1.0, 1.0, 5007, 26, 1, 1.0051927301777512, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_14, 10002, 29718, 1, 4967, 5034, 70, 8, 0.01, 17095, 4968, 1, 1, 1.0, 1.0, 5021, 13, 1, 1.0025891256721768, , , , 
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_15, 10002, 29718, 1, 5011, 4990, 70, 8, 0.01, 17115, 4915, 1, 1, 1.0, 1.0, 4955, 34, 1, 1.0070635721493442, , , , 
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_16, 10002, 29718, 1, 5072, 4929, 70, 8, 0.01, 17098, 4848, 1, 1, 1.0, 1.0, 4881, 49, 1, 1.0098340503995082, 2, 2, 2.0, 2.0
RANDOM_Size_10002_MinAct_70_Type-tree_MinTransProb_0.1_Model_17, 10002, 29718, 1, 4988, 5013, 70, 8, 0.01, 17113, 4945, 1, 1, 1.0, 1.0, 5007, 4, 1, 1.0011983223487118, 2, 2, 2.0, 2.0
