Model,#States,AMPL_M,AMPL_T,BVI_100,GBVI_100,GSVI_1,GSVI_100,OVI_100,QP_G,QP_G_T,QP_G_T_W,QP_G_W,SVI_1,SVI_100,TBVI_100,TGBVI_100,TGSVI_1,TGSVI_100,TOVI_100,TOVI_100_opt,TSVI_1,TSVI_100
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_11,102,0.128,0.1,0.06,0.077,0.042,0.027,0.083,0.106,0.035,0.033,0.094,0.064,0.046,0.334,0.233,,,0.243,0.297,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_12,102,0.1,0.18,0.094,0.043,0.137,0.145,0.077,0.096,0.096,0.093,0.145,0.11,0.206,0.346,0.204,,,0.271,0.384,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_13,102,0.088,0.077,0.022,0.056,0.041,0.053,0.082,0.104,0.045,0.045,0.115,0.121,0.052,0.352,0.254,,,0.274,0.335,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_14,102,0.163,0.065,0.04,0.027,0.092,0.047,0.072,0.097,0.033,0.038,0.096,0.09,0.064,0.302,0.383,,,0.272,0.294,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_15,102,,0.071,0.035,0.055,0.086,0.032,0.039,0.109,0.035,0.035,0.107,0.068,0.035,0.339,0.206,,,0.239,0.263,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_16,102,0.131,0.171,0.114,0.062,0.075,0.156,0.057,0.088,0.094,0.095,0.112,0.099,0.277,0.342,0.374,,,0.418,0.373,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_17,102,0.112,0.129,0.115,0.079,0.088,0.125,0.051,0.129,0.093,0.094,0.1,0.097,0.2,0.564,0.326,,,0.322,0.264,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_18,102,0.124,0.094,0.03,0.036,0.064,0.062,0.067,0.092,0.033,0.045,0.099,0.054,0.059,0.346,0.329,,,0.31,0.257,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_19,102,0.09,0.11,0.055,0.034,0.049,0.074,0.093,0.101,0.038,0.039,0.096,0.043,0.057,0.312,0.251,,,0.336,0.385,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_2,102,0.127,0.091,0.035,0.049,0.088,0.037,0.12,0.096,0.034,0.049,0.105,0.086,0.054,0.326,0.333,,,0.281,0.283,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_20,102,0.103,0.119,0.111,0.06,0.072,0.241,0.083,0.092,0.108,0.087,0.103,0.116,0.201,0.255,0.288,,,0.306,0.392,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_3,102,0.118,0.105,0.059,0.071,0.055,0.028,0.047,0.103,0.034,0.048,0.096,0.08,0.07,0.289,0.247,,,0.277,0.257,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_4,102,0.116,0.075,0.08,0.061,0.133,0.278,0.108,0.101,0.084,0.108,0.106,0.125,0.105,0.325,0.285,,,0.301,0.228,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_5,102,0.086,0.065,0.039,0.05,0.066,0.068,0.053,0.104,0.04,0.043,0.103,0.054,0.055,0.271,0.328,,,0.274,0.247,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_6,102,0.075,0.092,0.027,0.025,0.09,0.078,0.061,0.093,0.031,0.041,0.102,0.091,0.041,0.305,0.283,,,0.281,0.261,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_7,102,0.101,0.149,0.097,0.054,0.112,0.199,0.051,,0.092,0.1,,0.132,0.342,0.267,0.369,,,0.312,0.313,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_8,102,0.123,0.096,0.106,0.05,0.105,0.185,0.062,0.1,0.045,0.044,0.102,0.133,0.208,0.264,0.262,,,0.29,0.246,,
RANDOM_Size_102_MinAct_50_Type-tree_MinTransProb_0.1_Model_9,102,0.077,0.145,0.056,0.053,0.081,0.031,0.038,0.09,0.039,0.034,0.106,0.067,0.04,0.288,0.245,,,0.25,0.26,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_1,102,0.087,0.14,0.091,0.105,0.18,0.161,0.07,,0.086,0.091,,0.169,0.182,0.274,0.257,,,0.274,0.271,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_10,102,0.083,0.131,0.082,0.046,0.173,0.155,0.079,0.108,0.088,0.089,0.105,0.118,0.127,0.283,0.299,,,0.297,0.507,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_11,102,0.13,0.081,0.069,0.034,0.134,0.156,0.075,,0.081,0.096,,0.129,0.181,0.299,0.341,,,0.274,0.175,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_12,102,0.138,0.078,0.07,0.056,0.121,0.178,0.101,,0.091,0.092,,0.121,0.142,0.292,0.271,,,0.295,0.262,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_13,102,0.134,0.119,0.088,0.057,0.127,0.167,0.104,0.073,0.088,0.101,0.107,0.131,0.203,0.28,0.247,,,0.28,0.305,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_14,102,0.172,0.159,0.078,0.053,0.149,0.203,0.114,,0.092,0.093,,0.146,0.169,0.309,0.249,,,0.275,0.247,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_15,102,0.093,0.082,0.086,0.079,0.105,0.297,0.069,0.098,0.087,0.09,0.093,0.15,0.154,0.274,0.23,,,0.297,0.264,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_16,102,0.093,0.159,0.072,0.072,0.182,0.215,0.133,,0.103,0.096,,0.157,0.129,0.294,0.339,,,0.241,0.256,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_17,102,0.093,0.094,0.072,0.066,0.182,0.139,0.119,0.107,0.086,0.098,0.102,0.202,0.22,0.262,0.253,,,0.269,0.225,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_18,102,0.105,0.078,0.12,0.047,0.109,0.21,0.134,0.1,0.094,0.147,0.109,0.108,0.173,0.378,0.326,,,0.284,0.284,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_19,102,0.093,0.157,0.074,0.03,0.112,0.199,0.103,0.11,0.092,0.116,0.108,0.114,0.16,0.165,0.319,,,0.243,0.265,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_2,102,0.139,0.224,0.057,0.04,0.04,0.049,0.113,0.075,0.087,0.081,0.106,0.094,0.06,0.219,0.268,,,0.258,0.229,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_20,102,0.113,0.15,0.076,0.052,0.195,0.221,0.093,262.857,0.081,0.092,192.08,0.252,0.195,0.229,0.29,,,0.287,0.262,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_3,102,0.107,0.214,0.085,0.035,0.165,0.228,0.107,0.092,0.084,0.082,0.109,0.122,0.159,0.241,0.317,,,0.292,0.324,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_4,102,0.074,0.116,0.074,0.065,0.085,0.071,0.095,0.116,0.094,0.098,0.114,0.057,0.064,0.247,0.231,,,0.25,0.202,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_5,102,0.087,0.1,0.035,0.038,0.146,0.095,0.069,0.101,0.084,0.08,0.094,0.116,0.044,0.3,0.321,,,0.286,0.3,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_6,102,0.085,0.093,0.087,0.039,0.267,0.265,0.135,,0.089,0.103,,0.311,0.173,0.252,0.29,,,0.326,0.286,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_7,102,0.102,0.08,0.022,0.034,0.126,0.063,0.064,0.089,0.091,0.081,0.105,0.077,0.031,0.236,0.22,,,0.307,0.209,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_8,102,0.07,0.088,0.068,0.042,0.227,0.21,0.098,0.093,0.086,0.116,0.099,0.208,0.073,0.285,0.382,,,0.304,0.248,,
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_9,102,0.117,0.117,0.116,0.05,0.184,0.13,0.121,,0.088,0.101,,0.235,0.139,0.268,0.272,,,0.286,0.223,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_1,102,0.138,0.095,0.096,0.034,0.068,0.123,0.058,,0.04,0.042,,0.117,0.164,0.317,0.306,,,0.318,0.332,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_10,102,0.23,0.186,0.147,0.047,0.107,0.166,0.076,0.1,0.091,0.094,0.1,0.145,0.122,0.236,0.289,,,0.295,0.278,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_11,102,0.168,0.137,0.058,0.044,0.052,0.055,0.083,0.1,0.038,0.038,0.108,0.074,0.028,0.293,0.254,,,0.277,0.273,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_12,102,0.11,0.204,0.038,0.033,0.125,0.037,0.077,0.108,0.035,0.036,0.101,0.069,0.02,0.279,0.296,,,0.322,0.222,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_13,102,0.076,0.17,0.063,0.034,0.082,0.067,0.087,0.086,0.035,0.036,0.094,0.064,0.051,0.28,0.294,,,0.24,0.199,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_14,102,0.111,0.234,0.14,0.035,0.127,0.179,0.108,0.097,0.035,0.038,0.135,0.115,0.121,0.252,0.292,,,0.301,0.231,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_15,102,0.101,0.087,0.089,0.038,0.203,0.197,0.104,0.097,0.043,0.05,0.111,0.169,0.15,0.292,0.311,,,0.318,0.275,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_16,102,0.082,0.126,0.074,0.029,0.169,0.189,0.079,0.103,0.045,0.048,0.106,0.085,0.131,0.32,0.299,0.095,0.05,0.269,0.233,0.09,0.032
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_17,102,0.094,0.104,0.055,0.035,0.106,0.179,0.094,,0.034,0.041,,0.167,0.136,0.306,0.375,,,0.281,0.24,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_18,102,0.081,0.111,0.039,0.048,0.129,0.098,0.089,0.118,0.042,0.048,0.105,0.07,0.04,0.338,0.245,,,0.348,0.217,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_19,102,0.094,0.195,0.042,0.033,0.08,0.054,0.074,0.101,0.036,0.037,0.106,0.062,0.029,0.327,0.256,,,0.291,0.261,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_2,102,0.094,0.172,0.086,0.029,0.278,0.218,0.035,,0.088,0.104,,0.194,0.164,0.317,0.248,,,0.354,0.324,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_20,102,0.121,0.13,0.123,0.041,0.104,0.179,0.104,0.096,0.087,0.097,0.132,0.096,0.22,0.301,0.232,,,0.239,0.271,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_3,102,0.112,0.167,0.084,0.032,0.093,0.064,0.075,0.091,0.034,0.04,0.099,0.083,0.043,0.332,0.239,,,0.279,0.314,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_4,102,0.142,0.119,0.075,0.034,0.079,0.091,0.097,0.095,0.051,0.033,0.094,0.093,0.051,0.336,0.361,,,0.273,0.276,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_5,102,0.107,0.165,0.101,0.032,0.104,0.19,0.075,0.096,0.038,0.047,0.113,0.158,0.301,0.32,0.228,,,0.247,0.33,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_6,102,0.079,0.094,0.03,0.053,0.096,0.066,0.086,0.088,0.034,0.036,0.105,0.047,0.042,0.304,0.287,,,0.316,0.322,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_7,102,0.219,0.206,0.115,0.03,0.563,0.227,0.116,0.095,0.042,0.047,0.113,0.571,0.166,0.327,0.229,0.07,0.08,0.351,0.268,0.067,0.037
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_8,102,0.122,0.121,0.044,0.023,0.068,0.036,0.066,0.09,0.031,0.037,0.094,0.112,0.058,0.28,0.228,,,0.302,0.271,,
RANDOM_Size_102_MinAct_70_Type-tree_MinTransProb_0.1_Model_9,102,0.116,0.096,0.024,0.053,0.06,0.022,0.068,0.098,0.034,0.039,0.106,0.088,0.046,0.336,0.266,,,0.353,0.403,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_1,102,0.069,0.118,0.054,0.053,0.183,0.212,0.061,0.098,0.044,0.039,0.098,0.227,0.145,0.272,0.219,0.071,0.068,0.314,0.255,0.101,0.037
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_10,102,0.08,0.134,0.023,0.028,0.085,0.081,0.096,0.104,0.036,0.037,0.094,0.078,0.031,0.275,0.288,,,0.244,0.477,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_11,102,0.089,0.117,0.102,0.062,0.1,0.173,0.063,,0.038,0.047,,0.106,0.175,0.317,0.261,,,0.328,0.269,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_12,102,0.075,0.122,0.066,0.022,0.125,0.224,0.076,0.096,0.043,0.044,0.105,0.135,0.186,0.282,0.288,,,0.302,0.274,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_13,102,0.093,0.058,0.05,0.032,0.059,0.058,0.058,0.094,0.03,0.038,0.098,0.075,0.074,0.324,0.281,,,0.219,0.35,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_14,102,0.124,0.088,0.104,0.055,0.161,0.253,0.164,,0.041,0.046,,0.206,0.175,0.413,0.325,,,0.264,0.323,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_15,102,0.114,0.066,0.134,0.043,0.102,0.128,0.084,0.091,0.043,0.05,0.113,0.104,0.131,0.346,0.283,,,0.321,0.338,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_16,102,0.108,0.109,0.035,0.022,0.054,0.042,0.087,0.097,0.033,0.05,0.099,0.057,0.071,0.34,0.243,,,0.261,0.319,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_17,102,0.091,0.113,0.136,0.042,0.069,0.15,0.09,0.095,0.095,0.104,0.109,0.128,0.231,0.306,0.287,,,0.258,0.283,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_18,102,0.064,0.121,0.046,0.019,0.073,0.024,0.053,0.085,0.05,0.035,0.112,0.053,0.071,0.319,0.286,,,0.232,0.189,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_19,102,0.096,0.182,0.072,0.061,0.264,0.194,0.1,,0.098,0.107,,0.257,0.153,0.448,0.252,,,0.3,0.3,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_2,102,0.101,0.163,0.072,0.034,0.097,0.244,0.083,0.132,0.043,0.048,0.098,0.198,0.303,0.301,0.257,,,0.243,0.249,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_20,102,0.101,0.083,0.102,0.03,0.204,0.241,0.095,,0.036,0.047,,0.149,0.341,0.328,0.302,,,0.274,0.297,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_3,102,0.124,0.087,0.07,0.032,0.167,0.213,0.068,,0.039,0.048,,0.168,0.273,0.324,0.262,,,0.316,0.28,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_4,102,0.063,0.066,0.022,0.027,0.124,0.045,0.125,0.109,0.03,0.034,0.099,0.071,0.046,0.259,0.281,,,0.25,0.241,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_5,102,0.067,0.066,0.03,0.024,0.098,0.053,0.093,0.103,0.035,0.034,0.1,0.06,0.058,0.341,0.311,,,0.362,0.299,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_6,102,0.071,0.12,0.07,0.027,0.152,0.11,0.11,0.094,0.036,0.043,0.109,0.126,0.209,0.354,0.274,0.089,0.082,0.215,0.492,0.054,0.035
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_7,102,0.079,0.117,0.055,0.035,0.09,0.05,0.075,0.106,0.031,0.043,0.117,0.062,0.133,0.331,0.326,,,0.252,0.287,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_8,102,0.065,0.129,0.154,0.099,0.146,0.22,0.095,0.099,0.045,0.043,0.112,0.236,0.122,0.271,0.302,,,0.249,0.365,,
RANDOM_Size_102_MinAct_90_Type-tree_MinTransProb_0.1_Model_9,102,0.077,0.144,0.137,0.033,0.127,0.245,0.088,0.099,0.045,0.046,0.106,0.145,0.204,0.274,0.251,,,0.335,0.301,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_1,102,0.066,0.174,0.055,0.08,0.259,0.208,0.306,,,,,0.273,0.223,0.277,0.272,,,0.351,0.27,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_10,102,0.06,0.102,0.096,0.092,0.138,0.141,0.271,,641.163,680.106,,0.168,0.128,0.283,0.223,,,0.243,0.248,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_11,102,0.059,0.102,0.09,0.066,0.18,0.262,0.153,,,,,0.21,0.192,0.244,0.194,,,0.273,0.209,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_12,102,0.068,0.165,0.097,0.137,0.294,0.201,0.381,,,,,0.321,0.213,0.31,0.239,,,0.283,0.263,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_13,102,0.061,0.117,0.053,0.051,0.123,0.179,0.183,,,,,0.197,0.193,0.221,0.225,,,0.255,0.234,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_14,102,0.071,0.169,0.109,0.057,0.202,0.146,0.152,,,,,0.358,0.183,0.321,0.221,,,0.224,0.254,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_15,102,0.075,0.142,0.09,0.043,0.28,0.151,0.105,,,,,0.222,0.136,0.271,0.222,,,0.26,0.241,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_16,102,0.062,0.089,0.062,0.042,0.242,0.184,0.352,,,,,0.31,0.202,0.219,0.268,,,0.296,0.235,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_17,102,0.094,0.098,0.061,0.055,0.276,0.211,0.315,,0.087,0.118,,0.285,0.215,0.278,0.275,,,0.373,0.324,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_18,102,0.064,0.081,0.087,0.084,0.277,0.114,0.204,,0.073,0.098,,0.162,0.174,0.232,0.281,,,0.275,0.22,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_19,102,0.06,0.116,0.092,0.032,0.161,0.248,0.259,,,,,0.171,0.205,0.28,0.242,,,0.223,0.294,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_2,102,0.061,0.153,0.056,0.03,0.143,0.251,0.141,111.542,17.383,20.628,91.881,0.097,0.083,0.176,0.195,,,,,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_20,102,0.064,0.137,0.099,0.052,0.354,0.223,0.343,,,,,0.334,0.211,0.269,0.208,,,0.269,0.231,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_3,102,0.064,0.161,0.082,0.041,0.426,0.183,0.327,,,,,0.223,0.233,0.231,0.233,,,0.264,0.201,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_4,102,0.072,0.127,0.101,0.063,0.195,0.163,0.188,,,,,0.14,0.172,0.27,0.265,,,0.288,0.247,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_5,102,0.066,0.186,0.08,0.043,0.103,0.071,0.206,,112.465,110.699,,0.157,0.152,0.208,0.24,,,0.222,0.184,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_6,102,0.076,0.171,0.125,0.071,0.173,0.165,0.446,,,,,0.311,0.203,0.318,0.339,,,0.322,0.268,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_7,102,0.072,0.193,0.067,0.068,0.166,0.089,0.246,,,,,0.31,0.132,0.217,0.289,,,0.334,0.207,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_8,102,0.058,0.197,0.074,0.046,0.141,0.112,0.311,,,,,0.174,0.211,0.155,0.294,,,0.28,0.197,,
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_9,102,0.07,0.161,0.11,0.047,0.133,0.103,0.344,,0.084,0.096,,0.23,0.148,0.196,0.244,,,0.263,0.293,,
