Model,#States,BVI,D_BVI,D_SVI,G_BVI,G_OVI,G_SVI,OPT_OVI,OVI,SVI,TOP_BVI,TOP_OVI,TOP_SVI,TOP_VI,T_BVI,T_OVI,T_SI_SI,T_SVI,VI,WP
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_10,1002,0.9000000000000499,,0.9,0.9000000000000721,0.9000000000000002,0.9,0.9000000000000002,0.9000000000000002,0.9,0.899999999999999,0.899999999999999,0.0,0.8999999999999995,0.90000000000005,0.9000000000000004,0.9000000000000002,0.9,0.9000000000000002,0.9
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_11,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_12,1002,0.9000000000000545,,0.9,0.9000000000000786,0.9000000000000002,0.9,0.9000000000000002,0.9000000000000002,0.9,0.8999999999999991,0.8999999999999991,0.0,0.8999999999999975,,,,0.9000000000000001,0.9000000000000002,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_13,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_14,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_15,1002,,,0.9,,0.9000000000000001,0.9,0.9000000000000001,0.9000000000000001,0.9,,0.8999999999999999,0.0,0.8999999999999999,,0.9000000000000005,,0.9000000000000001,0.9000000000000001,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_16,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_17,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_18,1002,0.9000000000000485,,0.9,0.9000000000000636,0.9000000000000002,0.9,0.9000000000000004,0.9000000000000004,0.9,0.8999999999999997,0.8999999999999997,0.0,0.8999999999999997,,0.9000000000000006,,0.9000000000000002,0.9000000000000004,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_19,1002,0.9000000000000551,,0.8908397991403383,0.9000000000000761,0.9000000000000004,0.9,0.9000000000000004,0.9000000000000004,0.9,0.9000000000000001,0.9000000000000001,0.0,0.9000000000000001,0.9000000000000552,0.9000000000000005,,0.9000000000000001,0.9000000000000004,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_2,1002,0.9000000000000588,,0.9,0.9000000000001003,0.9000000000000002,0.9,0.9000000000000002,0.9000000000000002,0.9,0.8999999999999999,0.8999999999999999,0.0,0.8999999999999999,0.900000000000059,0.9000000000000005,,0.9000000000000001,0.9000000000000002,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_20,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_3,1002,0.9000000000000243,,0.9,0.900000000000035,0.9000000000000002,0.9,0.9000000000000001,0.9000000000000001,0.9,0.9000000000000006,0.9000000000000006,0.0,0.9000000000000006,,,,0.9000000000000001,0.9000000000000002,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_4,1002,0.9000000000000541,,0.9,0.900000000000082,0.9000000000000002,0.9,0.9000000000000002,0.9000000000000002,0.9,0.8999999999999905,0.8999999999999905,0.0,0.8999999999999895,0.9000000000000542,0.9000000000000004,,0.9000000000000001,0.9000000000000002,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_5,1002,0.9000000000000529,,0.9,0.9000000000000713,0.9000000000000004,0.9,0.9000000000000002,0.9000000000000002,0.9,0.8999999999999986,0.8999999999999986,0.0,0.8999999999999986,,,,0.9000000000000001,0.9000000000000004,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_6,1002,0.9000000000000222,,0.9,0.9000000000000288,0.9000000000000002,0.9,0.9000000000000002,0.9000000000000002,0.9,0.8999999999999915,0.8999999999999915,0.0,0.8999999999999915,,,,0.9000000000000002,0.9000000000000004,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_7,1002,0.900000000000015,,0.9,0.9000000000000195,0.9000000000000005,0.9,0.9000000000000005,0.9000000000000005,0.9,0.8999999999999548,0.8999999999999548,0.0,0.8999999999999548,,,0.9,0.9000000000000002,0.9000000000000005,0.9
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_8,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.0001_Model_9,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_1,1002,0.9000000000000008,0.9000000000000008,0.9,0.9000000000000008,0.9000000000000006,0.9,0.9000000000000006,0.9000000000000006,0.9,0.9000000000000181,0.9000000000000181,0.0,0.9000000000000181,,,0.9,0.9000000000000005,0.9000000000000006,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_10,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_11,1002,0.9000000000000008,0.9000000000000008,0.9,0.9000000000000012,0.9000000000000005,0.9,0.9000000000000005,0.9000000000000005,0.9,0.8999999999999996,0.8999999999999996,0.0,0.8999999999999996,,,,0.9000000000000002,0.9000000000000006,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_12,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_13,1002,0.9000000000000016,0.9000000000000055,0.9,0.9000000000000024,0.9000000000000002,0.792,0.9000000000000002,0.9000000000000002,0.792,0.9,0.9,,0.9,0.9000000000000018,0.9000000000000004,,0.9000000000000001,0.9000000000000002,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_14,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_15,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_16,1002,0.9000000000000006,0.9000000000000119,0.9,0.9000000000000008,0.9000000000000004,0.9,0.9000000000000002,0.9000000000000002,0.9,0.8999999999999995,0.8999999999999995,0.0,0.8999999999999995,,,,0.9000000000000002,0.9000000000000002,0.9
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_17,1002,0.9000000000000008,0.9000000000000064,0.9000000000000001,0.9000000000000011,0.9000000000000004,0.9000000000000001,0.9000000000000004,0.9000000000000004,0.9000000000000001,0.8999999999999894,0.8999999999999894,0.0,0.8999999999999955,0.900000000000001,0.9000000000000006,,0.9000000000000001,0.9000000000000004,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_18,1002,0.9000000000000006,0.9000000000000119,0.9,0.9000000000000007,0.9000000000000004,0.9,0.9000000000000004,0.9000000000000004,0.9,0.9000000000000193,0.9000000000000193,0.0,0.9000000000000193,,,0.9,0.9000000000000001,0.9000000000000004,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_19,1002,0.9000000000000008,0.9000000000000008,0.9,0.9000000000000008,0.9000000000000004,0.9,0.9000000000000002,0.9000000000000002,0.9,0.8999999999999999,0.8999999999999999,0.0,0.8999999999999999,0.9000000000000008,0.9000000000000004,,0.9000000000000001,0.9000000000000002,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_2,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_20,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_3,1002,0.9000000000000005,0.9000000000000119,0.9,0.9000000000000007,0.9000000000000004,0.9,0.9000000000000004,0.9000000000000004,0.9,0.8999999999999951,0.8999999999999951,0.0,0.8999999999999964,,,0.9000000000000001,0.9,0.9000000000000004,0.9
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_4,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_5,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_6,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_7,1002,0.9000000000000008,0.9000000000000008,0.8999994565242732,0.9000000000000008,0.9000000000000004,0.9,0.9000000000000002,0.9000000000000002,0.9,0.9,0.9,0.0,0.9,0.9000000000000008,0.9000000000000004,,0.9000000000000001,0.9000000000000002,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_8,1002,0.9000000000000005,0.9000000000000119,0.9,0.9000000000000007,0.9000000000000004,0.9,0.9000000000000002,0.9000000000000002,0.9,0.8999999999999955,0.8999999999999955,0.0,0.8999999999999967,,,,0.9000000000000002,0.9000000000000002,0.9000000000000001
RANDOM_Size_1002_MinAct_100_MinTransProb_0.01_Model_9,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_Model_1,1002,0.9,0.9,0.8999999999999999,0.9,0.9,0.8999999999999999,0.9,0.9,0.8999999999999999,0.8999999999999999,0.8999999999999999,0.0,0.8999999999999999,0.9,0.9,0.9,0.8999999999999999,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_10,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_Model_11,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8999999999999999,0.8999999999999999,0.0,0.8999999999999999,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_12,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8999999999999997,0.8999999999999997,0.0,0.8999999999999997,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_13,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9000000000000015,0.9000000000000015,0.0,0.9000000000000015,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_14,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_Model_15,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8999999999999995,0.8999999999999995,0.0,0.8999999999999995,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_16,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.899999999999999,0.899999999999999,0.0,0.899999999999999,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_17,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8999999999999987,0.8999999999999987,0.0,0.8999999999999987,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_18,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_Model_19,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8999999999999998,0.8999999999999998,0.0,0.8999999999999998,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_2,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_Model_20,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_Model_3,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8999999999999991,0.8999999999999991,0.0,0.8999999999999991,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_4,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8999999999999873,0.8999999999999873,0.0,0.8999999999999873,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_5,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_Model_6,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8999999999999999,0.8999999999999999,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_100_Model_7,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_Model_8,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_100_Model_9,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_1,1002,0.7100822648178,0.7100822648178,0.7100822648178,0.7100822717373008,0.710082272166265,0.7100822648178441,0.7100822721735963,0.7100822721735963,0.7100822648178,0.7100822721736619,0.7100822721736619,0.0,0.7100822721736619,0.7100822721736618,0.7100822721736618,0.7100822721736619,0.7100822717405652,0.7100822721735963,0.7100822648178
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_10,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_11,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,,,0.0,0.9,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_12,1002,,,0.76779,0.76779,0.76779,0.76779,0.76779,0.76779,0.76779,,0.7677899999999991,0.0,0.7677899999999991,0.76779,0.76779,0.76779,0.76779,0.76779,0.76779
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_13,1002,0.6282143128831987,0.6282143276657448,0.6282143047343335,0.6282143250765649,0.6282143271671781,0.6282143047243053,0.628214304720442,0.628214304720442,0.6282126406005588,0.6282143276657446,0.6282143276657446,0.0,0.6282143276657446,0.6282143274409737,0.6282143276614792,,0.6282126415101916,0.6282143128831987,0.6282134031875704
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_14,1002,0.9000000000000001,0.9000000000000001,0.9,0.9000000000000001,0.9000000000000001,0.9,0.9000000000000001,0.9000000000000001,0.79722,0.8999999999999997,0.8999999999999997,0.0,0.8999999999999997,,,0.9,0.9000000000000001,0.9000000000000001,0.9
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_15,1001,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.899999999999999,0.899999999999999,0.0,0.899999999999999,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_16,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_17,1002,0.9,0.9,0.8999999999999999,0.9,0.9,0.1400216284755,0.9,0.9,0.11015102338643619,0.8999999999999988,0.8999999999999994,0.0,0.8999999999999988,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_18,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_19,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_2,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_20,1002,0.7957978675903863,0.7957988218372823,0.7957940327523987,0.7957979791222186,0.7957988218372822,0.795797229355974,0.7957988218372822,0.7957988218372822,0.795797229355974,0.7957988218372845,0.7957988218372815,0.0,0.7957988218372825,0.7957985011716677,0.7957988184099697,,0.7957988182126662,0.7957965882340972,0.7957978675903863
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_3,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_4,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,,0.0,0.0
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_5,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_6,1002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_7,1002,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.9,0.8999999999999999,0.8999999999999999,0.0,0.8999999999999999,0.9,0.9,0.9,0.9,0.9,0.9
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_8,1002,0.9000000000000004,0.9000000000000004,0.9,0.9000000000000004,0.9000000000000001,0.8999992106686004,0.9000000000000001,0.9000000000000001,0.8999992106686004,0.8999999999999997,0.8999999999999997,0.0,0.8999999999999994,0.9000000000000004,0.9000000000000001,,0.8999994795220287,0.9000000000000001,0.9
RANDOM_Size_1002_MinAct_3_MinTransProb_0.0001_Model_9,1002,0.9,0.9,,0.9,0.9,,0.9,0.9,,0.8999999999999981,0.8999999999999981,,0.8999999999999981,0.9,0.9,0.9,,0.9,0.9
