Model,#States,AMPL_M,AMPL_T,BVI_100,GBVI_100,OVI_100,QP_CON,QP_G,QP_G_T,QP_G_T_W,QP_G_W,TBVI_100,TGBVI_100,TOVI_100,TOVI_100_opt
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_6,1002,,0.0,0.0019634449594461145,0.0019634432851623244,0.0019634449594115476,,,,,,0.001963444959446114,0.001963444959446114,0.001963444959446114,0.001963444959446114
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_7,1002,,0.0,0.00919439734211901,0.009194394522753996,0.009194397342117976,,,,,,0.00919439734211901,0.00919439734211901,0.00919439734211901,0.00919439734211901
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_8,1002,,0.0,0.00683391704421596,0.006833913985537203,0.006833916163065582,,,,,,0.006833917044215158,0.006833917044215158,0.006833917044215158,0.006833917044215158
RANDOM_Size_1002_Type-tree_MinTransProb_0.1_Model_9,1002,,0.0,0.00336070054097943,0.0033606953668095176,0.003360700313358828,,,,0.003360697250144175,,0.003360700540979303,0.003360700540979303,0.003360700540979303,0.003360700540979303
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_1,102,,0.0,0.0016560618225612204,0.0016560618194790403,0.0016560617313900006,,,0.0,0.0,,0.0016560618225612206,0.0016560618225612206,0.0016560618225612206,0.0016560618225612206
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_10,102,,0.0,0.01,0.009999999740000001,0.009999993,,,0.01,0.01,,0.01,0.01,0.01,0.01
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_11,102,,0.0,0.009559574468085107,0.0095595744653056,0.009559573695999999,,,0.0095,0.0095,,0.009559574468085107,0.009559574468085107,0.009559574468085107,0.009559574468085107
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_12,102,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,,0.0763,0.0763,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_13,102,,0.0,0.06340329125699712,0.0634032906026496,0.06340328603899495,,,0.06338799999999999,0.06338799999999999,,0.0634032912569971,0.0634032912569971,0.0634032912569971,0.0634032912569971
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_14,102,,0.0,0.0091,0.0091,0.0091,,0.00909999999999921,0.0091,0.0091,0.00909999999999921,0.0091,0.0091,0.0091,0.0091
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_15,102,,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,,0.009999999999996362,1.0,1.0,0.009999999999996362,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_16,102,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_17,102,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_18,102,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_19,102,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_2,102,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_20,102,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_21,102,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_22,102,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_23,102,,0.0,0.01,0.01,0.01,,0.009999999999988959,0.01,0.01,0.009999999999988959,0.01,0.01,0.01,0.01
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_24,102,,0.0,0.01,0.01,0.01,,0.009999999999999787,0.01,0.01,0.009999999999999787,0.01,0.01,0.01,0.01
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_25,102,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_26,102,,0.0,0.3483870967741936,0.34838705729943004,0.34838705729943004,,0.34838709677419355,1.0,1.0,0.34838709677419355,0.3483870967741936,0.3483870967741936,0.3483870967741936,0.3483870967741936
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_27,102,,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,,0.009999999999994492,0.01,0.01,0.009999999999994492,0.01,0.01,0.01,0.01
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_28,102,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_29,102,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_3,102,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_30,102,,0.006,0.01,0.01,0.01,,0.009999999999999565,1.0,1.0,0.009999999999999565,0.01,0.01,0.01,0.01
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_4,102,,0.0,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_5,102,,0.0,0.0092,0.0092,0.00919999008178711,,0.009199999999999806,0.008,0.008,0.009199999999999806,0.0092,0.0092,0.0092,0.0092
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_6,102,,0.0,0.007,0.007,0.007,,,0.007,0.007,,0.007,0.007,0.007,0.007
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_7,102,,0.0,0.009000000000000001,0.009000000000000001,0.009000000000000001,,0.008999999999999564,0.009000000000000001,0.009000000000000001,0.008999999999999564,0.009000000000000001,0.009000000000000001,0.009000000000000001,0.009000000000000001
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_8,102,,0.0,0.008936170212765958,0.008936170196552832,0.00893617021269337,,,0.008,0.008,,0.008936170212765958,0.008936170212765958,0.008936170212765958,0.008936170212765958
RANDOM_Size_102_MinAct_5_Type-tree_MinTransProb_0.1_Model_9,102,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_1,102,,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_10,102,,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002,,0.00999999999991416,0.010000000000000002,0.010000000000000002,0.00999999999991416,0.010000000000000002,0.010000000000000002,0.010000000000000002,0.010000000000000002
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_11,102,,,0.0,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_12,102,,0.0,0.010000000000000002,0.010000000000000002,0.010000000000000002,,0.009999999999999185,1.0,1.0,0.009999999999999185,0.01,0.01,0.01,0.01
