Model,NumStates,NumActions,NumTargets,NumSinks,NumUnknown,NumMaxActions,NumMaxTransitions,SmallestTransProb,NumProbActions,NumMECs,BiggestMEC,SmallestMEC,AvgMEC,MedianMEC,NumSCCs,NearestTarget,FurthestTarget,TargetDistanceAverage,TargetDistanceMedian
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_29, 102, 278, 1, 44, 57, 8, 6, 0.01, 166, 46, 1, 1, 1.0, 1.0, 49, , , , 
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_3, 102, 278, 1, 48, 53, 8, 6, 0.01, 162, 41, 1, 1, 1.0, 1.0, 43, , , , 
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_30, 102, 278, 1, 50, 51, 8, 6, 0.01, 163, 44, 1, 1, 1.0, 1.0, 51, , , , 
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_4, 102, 278, 1, 43, 58, 8, 5, 0.01, 159, 46, 1, 1, 1.0, 1.0, 48, , , , 
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_5, 102, 278, 1, 49, 52, 8, 5, 0.01, 159, 43, 1, 1, 1.0, 1.0, 48, , , , 
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_6, 102, 278, 1, 52, 49, 8, 4, 0.01, 156, 39, 1, 1, 1.0, 1.0, 42, , , , 
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_7, 102, 278, 1, 52, 49, 8, 6, 0.01, 151, 40, 1, 1, 1.0, 1.0, 45, , , , 
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_8, 102, 278, 1, 46, 55, 8, 5, 0.01, 165, 46, 1, 1, 1.0, 1.0, 49, , , , 
RANDOM_Size_102_MinAct_8_Type-tree_MinTransProb_0.1_Model_9, 102, 278, 1, 48, 53, 8, 6, 0.01, 163, 42, 1, 1, 1.0, 1.0, 45, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_1, 102, 203, 1, 35, 66, 2, 7, 0.01, 121, 22, 1, 1, 1.0, 1.0, 30, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_10, 102, 203, 1, 39, 62, 2, 5, 0.01, 125, 19, 1, 1, 1.0, 1.0, 22, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_11, 102, 203, 1, 29, 72, 2, 6, 0.01, 123, 24, 1, 1, 1.0, 1.0, 31, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_12, 102, 203, 1, 24, 77, 2, 6, 0.01, 125, 28, 1, 1, 1.0, 1.0, 33, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_13, 102, 203, 1, 29, 72, 2, 6, 0.01, 130, 23, 1, 1, 1.0, 1.0, 31, 3, 3, 3.0, 3.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_14, 102, 203, 1, 27, 74, 2, 5, 0.01, 126, 27, 1, 1, 1.0, 1.0, 32, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_15, 102, 203, 1, 31, 70, 2, 7, 0.01, 133, 21, 1, 1, 1.0, 1.0, 24, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_16, 102, 203, 1, 30, 71, 2, 5, 0.01, 120, 25, 1, 1, 1.0, 1.0, 31, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_17, 102, 203, 1, 38, 63, 2, 7, 0.01, 131, 17, 1, 1, 1.0, 1.0, 19, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_18, 102, 203, 1, 22, 79, 2, 6, 0.01, 128, 33, 1, 1, 1.0, 1.0, 38, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_19, 102, 203, 1, 28, 73, 2, 7, 0.01, 121, 25, 1, 1, 1.0, 1.0, 35, 3, 3, 3.0, 3.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_2, 102, 203, 1, 33, 68, 2, 5, 0.01, 121, 21, 1, 1, 1.0, 1.0, 26, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_20, 102, 203, 1, 31, 70, 2, 6, 0.01, 123, 23, 1, 1, 1.0, 1.0, 26, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_21, 102, 203, 1, 38, 63, 2, 6, 0.01, 128, 17, 1, 1, 1.0, 1.0, 21, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_22, 102, 203, 1, 34, 67, 2, 6, 0.01, 117, 21, 1, 1, 1.0, 1.0, 27, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_23, 102, 203, 1, 37, 64, 2, 6, 0.01, 120, 21, 1, 1, 1.0, 1.0, 24, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_24, 102, 203, 1, 34, 67, 2, 6, 0.01, 126, 21, 1, 1, 1.0, 1.0, 23, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_25, 102, 203, 1, 33, 68, 2, 5, 0.01, 126, 23, 1, 1, 1.0, 1.0, 27, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_26, 102, 203, 1, 29, 72, 2, 5, 0.01, 126, 26, 1, 1, 1.0, 1.0, 36, 2, 2, 2.0, 2.0
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_27, 102, 203, 1, 32, 69, 2, 6, 0.01, 129, 24, 1, 1, 1.0, 1.0, 27, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_28, 102, 203, 1, 38, 63, 2, 6, 0.01, 129, 18, 1, 1, 1.0, 1.0, 24, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_29, 102, 203, 1, 27, 74, 2, 5, 0.01, 124, 26, 1, 1, 1.0, 1.0, 31, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_3, 102, 203, 1, 33, 68, 2, 6, 0.01, 122, 26, 1, 1, 1.0, 1.0, 37, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_30, 102, 203, 1, 35, 66, 2, 5, 0.01, 124, 23, 1, 1, 1.0, 1.0, 26, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_4, 102, 203, 1, 24, 77, 2, 6, 0.01, 130, 28, 1, 1, 1.0, 1.0, 33, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_5, 102, 203, 1, 31, 70, 2, 5, 0.01, 127, 23, 1, 1, 1.0, 1.0, 29, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_6, 102, 203, 1, 36, 65, 2, 6, 0.01, 124, 18, 1, 1, 1.0, 1.0, 25, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_7, 102, 203, 1, 32, 69, 2, 7, 0.01, 129, 20, 1, 1, 1.0, 1.0, 25, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_8, 102, 203, 1, 39, 62, 2, 5, 0.01, 125, 20, 1, 1, 1.0, 1.0, 25, , , , 
RANDOM_Size_102_Type-tree_MinTransProb_0.1_Model_9, 102, 203, 1, 31, 70, 2, 6, 0.01, 124, 23, 1, 1, 1.0, 1.0, 27, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_1, 12, 29, 1, 5, 6, 5, 4, 0.01, 16, 3, 1, 1, 1.0, 1.0, 5, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_10, 12, 29, 1, 9, 2, 5, 5, 0.01, 18, 1, 1, 1, 1.0, 1.0, 2, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_11, 12, 29, 1, 7, 4, 5, 3, 0.01, 17, 3, 1, 1, 1.0, 1.0, 4, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_12, 12, 29, 1, 6, 5, 5, 3, 0.01, 18, 3, 1, 1, 1.0, 1.0, 5, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_13, 12, 29, 1, 3, 8, 5, 5, 0.01, 20, 5, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_14, 12, 29, 1, 6, 5, 5, 4, 0.01, 18, 2, , , , , , , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_15, 12, 29, 1, 6, 5, 5, 4, 0.01, 18, 3, 1, 1, 1.0, 1.0, 5, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_16, 12, 29, 1, 10, 1, 5, 3, 0.01, 19, 0, , , , , 1, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_17, 12, 29, 1, 6, 5, 5, 5, 0.01, 19, 4, 1, 1, 1.0, 1.0, 5, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_18, 12, 29, 1, 9, 2, 5, 4, 0.01, 19, 1, 1, 1, 1.0, 1.0, 2, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_19, 12, 29, 1, 4, 7, 5, 5, 0.01, 17, 4, 1, 1, 1.0, 1.0, 6, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_2, 12, 29, 1, 5, 6, 5, 4, 0.01, 19, 4, 1, 1, 1.0, 1.0, 6, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_20, 12, 29, 1, 3, 8, 5, 3, 0.01, 18, 5, 1, 1, 1.0, 1.0, 8, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_21, 12, 29, 1, 5, 6, 5, 4, 0.01, 16, 3, 1, 1, 1.0, 1.0, 5, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_22, 12, 29, 1, 6, 5, 5, 4, 0.01, 18, 3, 1, 1, 1.0, 1.0, 5, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_23, 12, 29, 1, 3, 8, 5, 3, 0.01, 18, 5, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_24, 12, 29, 1, 5, 6, 5, 5, 0.01, 17, 4, 1, 1, 1.0, 1.0, 6, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_25, 12, 29, 1, 5, 6, 5, 3, 0.01, 17, 3, 1, 1, 1.0, 1.0, 5, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_26, 12, 29, 1, 5, 6, 5, 4, 0.01, 18, 3, 1, 1, 1.0, 1.0, 5, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_27, 12, 29, 1, 3, 8, 5, 4, 0.01, 18, 5, 1, 1, 1.0, 1.0, 8, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_28, 12, 29, 1, 6, 5, 5, 4, 0.01, 18, 3, 1, 1, 1.0, 1.0, 5, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_29, 12, 29, 1, 5, 6, 5, 4, 0.01, 19, 3, 1, 1, 1.0, 1.0, 5, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_3, 12, 29, 1, 4, 7, 5, 4, 0.01, 18, 4, 1, 1, 1.0, 1.0, 6, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_30, 12, 29, 1, 4, 7, 5, 4, 0.01, 16, 5, 1, 1, 1.0, 1.0, 7, , , , 
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_4, 12, 29, 1, 3, 8, 5, 4, 0.01, 19, 5, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_5, 12, 29, 1, 3, 8, 5, 3, 0.01, 15, 5, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_6, 12, 29, 1, 3, 8, 5, 5, 0.01, 18, 5, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_7, 12, 29, 1, 5, 6, 5, 3, 0.01, 18, 3, 1, 1, 1.0, 1.0, 5, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_8, 12, 29, 1, 3, 8, 5, 5, 0.01, 19, 5, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_5_Type-tree_MinTransProb_0.1_Model_9, 12, 29, 1, 7, 4, 5, 4, 0.01, 16, 2, , , , , , , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_1, 12, 30, 1, 3, 8, 8, 4, 0.01, 19, 5, 1, 1, 1.0, 1.0, 8, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_10, 12, 30, 1, 5, 6, 8, 4, 0.01, 20, 3, 1, 1, 1.0, 1.0, 6, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_11, 12, 30, 1, 2, 9, 8, 3, 0.01, 18, 6, 1, 1, 1.0, 1.0, 9, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_12, 12, 30, 1, 6, 5, 8, 4, 0.01, 19, 3, 1, 1, 1.0, 1.0, 5, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_13, 12, 30, 1, 5, 6, 8, 4, 0.01, 18, 3, 1, 1, 1.0, 1.0, 6, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_14, 12, 30, 1, 6, 5, 8, 4, 0.01, 17, 2, , , , , , , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_15, 12, 30, 1, 6, 5, 8, 3, 0.01, 19, 3, 1, 1, 1.0, 1.0, 5, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_16, 12, 30, 1, 5, 6, 8, 4, 0.01, 18, 4, 1, 1, 1.0, 1.0, 6, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_17, 12, 30, 1, 5, 6, 8, 4, 0.01, 19, 3, 1, 1, 1.0, 1.0, 6, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_18, 12, 30, 1, 3, 8, 8, 4, 0.01, 16, 5, 1, 1, 1.0, 1.0, 8, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_19, 12, 30, 1, 6, 5, 8, 4, 0.01, 16, 3, 1, 1, 1.0, 1.0, 5, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_2, 12, 30, 1, 6, 5, 8, 4, 0.01, 18, 2, , , , , , , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_20, 12, 30, 1, 4, 7, 8, 5, 0.01, 21, 4, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_21, 12, 30, 1, 4, 7, 8, 3, 0.01, 20, 5, 1, 1, 1.0, 1.0, 7, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_22, 12, 30, 1, 5, 6, 8, 5, 0.01, 19, 3, 1, 1, 1.0, 1.0, 6, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_23, 12, 30, 1, 4, 7, 8, 4, 0.01, 19, 4, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_24, 12, 30, 1, 4, 7, 8, 5, 0.01, 19, 4, 1, 1, 1.0, 1.0, 6, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_25, 12, 30, 1, 7, 4, 8, 4, 0.01, 19, 1, 1, 1, 1.0, 1.0, 4, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_26, 12, 30, 1, 6, 5, 8, 4, 0.01, 17, 3, 1, 1, 1.0, 1.0, 5, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_27, 12, 30, 1, 5, 6, 8, 4, 0.01, 18, 4, 1, 1, 1.0, 1.0, 6, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_28, 12, 30, 1, 5, 6, 8, 3, 0.01, 21, 4, 1, 1, 1.0, 1.0, 6, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_29, 12, 30, 1, 6, 5, 8, 5, 0.01, 18, 2, , , , , , , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_3, 12, 30, 1, 6, 5, 8, 4, 0.01, 19, 3, 1, 1, 1.0, 1.0, 5, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_30, 12, 30, 1, 6, 5, 8, 5, 0.01, 20, 2, , , , , , , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_4, 12, 30, 1, 4, 7, 8, 4, 0.01, 18, 4, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_5, 12, 30, 1, 7, 4, 8, 2, 0.01, 18, 2, , , , , , , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_6, 12, 30, 1, 8, 3, 8, 5, 0.01, 19, 1, 1, 1, 1.0, 1.0, 3, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_7, 12, 30, 1, 5, 6, 8, 3, 0.01, 19, 4, 1, 1, 1.0, 1.0, 6, , , , 
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_8, 12, 30, 1, 4, 7, 8, 5, 0.01, 17, 4, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_MinAct_8_Type-tree_MinTransProb_0.1_Model_9, 12, 30, 1, 2, 9, 8, 3, 0.01, 16, 6, 1, 1, 1.0, 1.0, 9, 2, 2, 2.0, 2.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_1, 12, 23, 1, 2, 9, 2, 4, 0.01, 13, 3, 1, 1, 1.0, 1.0, 5, 3, 3, 3.0, 3.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_10, 12, 23, 1, 3, 8, 2, 4, 0.01, 14, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_11, 12, 23, 1, 4, 7, 2, 4, 0.01, 15, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_12, 12, 23, 1, 2, 9, 2, 4, 0.01, 15, 3, 1, 1, 1.0, 1.0, 5, 2, 2, 2.0, 2.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_13, 12, 23, 1, 2, 9, 2, 5, 0.01, 15, 3, 1, 1, 1.0, 1.0, 6, 3, 3, 3.0, 3.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_14, 12, 23, 1, 3, 8, 2, 4, 0.01, 16, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_15, 12, 23, 1, 2, 9, 2, 4, 0.01, 14, 3, 1, 1, 1.0, 1.0, 6, 3, 3, 3.0, 3.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_16, 12, 23, 1, 3, 8, 2, 5, 0.01, 14, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_17, 12, 23, 1, 3, 8, 2, 4, 0.01, 16, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_18, 12, 23, 1, 2, 9, 2, 4, 0.01, 16, 3, 1, 1, 1.0, 1.0, 6, 2, 2, 2.0, 2.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_19, 12, 23, 1, 6, 5, 2, 4, 0.01, 12, 1, 1, 1, 1.0, 1.0, 4, , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_2, 12, 23, 1, 5, 6, 2, 4, 0.01, 16, 1, 1, 1, 1.0, 1.0, 3, , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_20, 12, 23, 1, 4, 7, 2, 3, 0.01, 13, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_21, 12, 23, 1, 3, 8, 2, 5, 0.01, 15, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_22, 12, 23, 1, 3, 8, 2, 3, 0.01, 14, 3, 1, 1, 1.0, 1.0, 6, , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_23, 12, 23, 1, 4, 7, 2, 4, 0.01, 13, 1, 1, 1, 1.0, 1.0, 4, 4, 4, 4.0, 4.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_24, 12, 23, 1, 2, 9, 2, 4, 0.01, 13, 3, 1, 1, 1.0, 1.0, 6, 3, 3, 3.0, 3.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_25, 12, 23, 1, 7, 4, 2, 5, 0.01, 14, 0, , , , , 2, , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_26, 12, 23, 1, 8, 3, 2, 4, 0.01, 13, 1, 1, 1, 1.0, 1.0, 3, , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_27, 12, 23, 1, 3, 8, 2, 4, 0.01, 13, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_28, 12, 23, 1, 3, 8, 2, 5, 0.01, 13, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_29, 12, 23, 1, 8, 3, 2, 4, 0.01, 15, 1, 1, 1, 1.0, 1.0, 3, , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_3, 12, 23, 1, 7, 4, 2, 4, 0.01, 14, 0, , , , , 3, , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_30, 12, 23, 1, 3, 8, 2, 4, 0.01, 15, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_4, 12, 23, 1, 2, 9, 2, 4, 0.01, 16, 3, 1, 1, 1.0, 1.0, 5, 3, 3, 3.0, 3.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_5, 12, 23, 1, 4, 7, 2, 4, 0.01, 14, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_6, 12, 23, 1, 2, 9, 2, 4, 0.01, 13, 3, 1, 1, 1.0, 1.0, 7, 2, 2, 2.0, 2.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_7, 12, 23, 1, 2, 9, 2, 3, 0.01, 14, 3, 1, 1, 1.0, 1.0, 5, 3, 3, 3.0, 3.0
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_8, 12, 23, 1, 3, 8, 2, 5, 0.01, 14, 2, , , , , , , , , 
RANDOM_Size_12_Type-tree_MinTransProb_0.1_Model_9, 12, 23, 1, 5, 6, 2, 5, 0.01, 14, 1, 1, 1, 1.0, 1.0, 3, , , , 
